,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2707,양배추,,,,,,,,,,,,,,,,,,
2708,콩나물,가지,,,,,,,,,,,,,,,,,
2709,콩나물,찌개용두부,검은콩두유,,,,,,,,,,,,,,,,
2710,유정란/친환경,콩나물,상추,무,얼음식혜,복숭아,,,,,,,,,,,,,
2711,애호박,,,,,,,,,,,,,,,,,,
2712,유정란/친환경,콩나물,중파,사과,,,,,,,,,,,,,,,
2713,쌈채소모음,부추,,,,,,,,,,,,,,,,,
2714,두부,,,,,,,,,,,,,,,,,,
2715,두부,,,,,,,,,,,,,,,,,,
2716,두부,찹쌀백미/유,,,,,,,,,,,,,,,,,
2717,찌개용두부,,,,,,,,,,,,,,,,,,
2718,오분도미/유,대파,찌개용두부,,,,,,,,,,,,,,,,
2719,두부,중파,,,,,,,,,,,,,,,,,
2720,두부,중파,,,,,,,,,,,,,,,,,
2721,두부,,,,,,,,,,,,,,,,,,
2722,두부,,,,,,,,,,,,,,,,,,
2723,두부,당근,,,,,,,,,,,,,,,,,
2724,유정란/친환경,,,,,,,,,,,,,,,,,,
2725,브로컬리,당근,,,,,,,,,,,,,,,,,
2726,완숙토마토,,,,,,,,,,,,,,,,,,
2727,두부,월동무,대파,,,,,,,,,,,,,,,,
2728,두부,유정란/친환경,양파,대파,,,,,,,,,,,,,,,
2729,동물복지유정란,도토리묵,,,,,,,,,,,,,,,,,
2730,두부,동물복지유정란,,,,,,,,,,,,,,,,,
2731,콩나물,,,,,,,,,,,,,,,,,,
2732,두부,,,,,,,,,,,,,,,,,,
2733,대파,,,,,,,,,,,,,,,,,,
2734,두부,유정란/친환경,,,,,,,,,,,,,,,,,
2735,두부,유정란/친환경,,,,,,,,,,,,,,,,,
2736,유정란/친환경,,,,,,,,,,,,,,,,,,
2737,두부,콩나물,,,,,,,,,,,,,,,,,
2738,두부,,,,,,,,,,,,,,,,,,
2739,유정란/친환경,콩나물,검은콩두유,도토리묵,,,,,,,,,,,,,,,
2740,동물복지유정란,,,,,,,,,,,,,,,,,,
2741,유정란/친환경,양파,양파,쌈채소모음,부추,부추,,,,,,,,,,,,,
2742,콩나물,,,,,,,,,,,,,,,,,,
2743,유정란/친환경,콩나물,,,,,,,,,,,,,,,,,
2744,시금치,,,,,,,,,,,,,,,,,,
2745,참외,,,,,,,,,,,,,,,,,,
2746,동물복지유정란,콩나물,구운도시락김,,,,,,,,,,,,,,,,
2747,구운도시락김,,,,,,,,,,,,,,,,,,
2748,양파,오이,,,,,,,,,,,,,,,,,
2749,백미/유,,,,,,,,,,,,,,,,,,
2750,백미/유,얼갈이,,,,,,,,,,,,,,,,,
2751,백미/유,,,,,,,,,,,,,,,,,,
2752,백미/유,,,,,,,,,,,,,,,,,,
2753,유정란/친환경,백미/유,,,,,,,,,,,,,,,,,
2754,백미/유,,,,,,,,,,,,,,,,,,
2755,백미/유,,,,,,,,,,,,,,,,,,
2756,백미/유,,,,,,,,,,,,,,,,,,
2757,양파,,,,,,,,,,,,,,,,,,
2758,백미/유,,,,,,,,,,,,,,,,,,
2759,두부,,,,,,,,,,,,,,,,,,
2760,두부,,,,,,,,,,,,,,,,,,
2761,당면,,,,,,,,,,,,,,,,,,
2762,당근,,,,,,,,,,,,,,,,,,
2763,브로컬리,깐마늘/난지형/유,당근,양배추,,,,,,,,,,,,,,,
2764,유기농저지방우유,,,,,,,,,,,,,,,,,,
2765,유정란/친환경,,,,,,,,,,,,,,,,,,
2766,유정란/친환경,유기농저지방우유,,,,,,,,,,,,,,,,,
2767,당근,양배추,,,,,,,,,,,,,,,,,
2768,찌개용두부,,,,,,,,,,,,,,,,,,
2769,유기농저지방우유,당근,양배추,,,,,,,,,,,,,,,,
2770,유정란/친환경,,,,,,,,,,,,,,,,,,
2771,찌개용두부,,,,,,,,,,,,,,,,,,
2772,유정란/친환경,황토숙주나물,,,,,,,,,,,,,,,,,
2773,중파,찌개용두부,사과,,,,,,,,,,,,,,,,
2774,찌개용두부,,,,,,,,,,,,,,,,,,
2775,콩나물,시금치,백미/유,,,,,,,,,,,,,,,,
2776,당근,유기농우유,,,,,,,,,,,,,,,,,
2777,유정란/친환경,,,,,,,,,,,,,,,,,,
2778,두부,월동무,황토숙주나물,,,,,,,,,,,,,,,,
2779,사과/,브로컬리,유기농우유,,,,,,,,,,,,,,,,
2780,유정란/친환경,유정란/친환경,,,,,,,,,,,,,,,,,
2781,유정란/친환경,,,,,,,,,,,,,,,,,,
2782,찌개용두부,,,,,,,,,,,,,,,,,,
2783,두부,,,,,,,,,,,,,,,,,,
2784,찌개용두부,,,,,,,,,,,,,,,,,,
2785,찌개용두부,,,,,,,,,,,,,,,,,,
2786,찌개용두부,,,,,,,,,,,,,,,,,,
2787,두부,당근,당근,,,,,,,,,,,,,,,,
2788,당근,,,,,,,,,,,,,,,,,,
2789,두부,양파,찌개용두부,,,,,,,,,,,,,,,,
2790,콩나물,,,,,,,,,,,,,,,,,,
2791,양파,오이,쌈채소모음,,,,,,,,,,,,,,,,
2792,두부,사과,,,,,,,,,,,,,,,,,
2793,찌개용두부,,,,,,,,,,,,,,,,,,
2794,딸기/,당근,,,,,,,,,,,,,,,,,
2795,오이,,,,,,,,,,,,,,,,,,
2796,당근,,,,,,,,,,,,,,,,,,
2797,검은콩두유,,,,,,,,,,,,,,,,,,
2798,유정란/친환경,연두부,,,,,,,,,,,,,,,,,
2799,연두부,쌈채소모음,,,,,,,,,,,,,,,,,
2800,유정란/친환경,쌈채소모음,,,,,,,,,,,,,,,,,
2801,유정란/친환경,깻잎,,,,,,,,,,,,,,,,,
2802,쌈채소모음,,,,,,,,,,,,,,,,,,
2803,유정란/친환경,,,,,,,,,,,,,,,,,,
2804,쌈채소모음,,,,,,,,,,,,,,,,,,
2805,방울토마토/대추형,,,,,,,,,,,,,,,,,,
2806,유정란/친환경,,,,,,,,,,,,,,,,,,
2807,유정란/친환경,,,,,,,,,,,,,,,,,,
2808,얼음식혜,,,,,,,,,,,,,,,,,,
2809,얼음식혜,,,,,,,,,,,,,,,,,,
2810,딸기/,,,,,,,,,,,,,,,,,,
2811,유정란/친환경,시금치,얼음식혜,,,,,,,,,,,,,,,,
2812,얼음식혜,,,,,,,,,,,,,,,,,,
2813,동물복지유정란,얼음식혜,,,,,,,,,,,,,,,,,
2814,동물복지유정란,,,,,,,,,,,,,,,,,,
2815,두부,유정란/친환경,양파,,,,,,,,,,,,,,,,
2816,두부,,,,,,,,,,,,,,,,,,
2817,얼음식혜,,,,,,,,,,,,,,,,,,
2818,유정란/친환경,얼음식혜,,,,,,,,,,,,,,,,,
2819,브로컬리,,,,,,,,,,,,,,,,,,
2820,유정란/친환경,,,,,,,,,,,,,,,,,,
2821,브로컬리,누룽지,,,,,,,,,,,,,,,,,
2822,얼음식혜,,,,,,,,,,,,,,,,,,
2823,얼음식혜,,,,,,,,,,,,,,,,,,
2824,시금치,,,,,,,,,,,,,,,,,,
2825,누룽지,누룽지,얼음식혜,,,,,,,,,,,,,,,,
2826,유정란/친환경,얼음식혜,,,,,,,,,,,,,,,,,
2827,상추,얼음식혜,,,,,,,,,,,,,,,,,
2828,동물복지유정란,얼음식혜,깻잎,,,,,,,,,,,,,,,,
2829,유정란/친환경,가지,,,,,,,,,,,,,,,,,
2830,콩나물,,,,,,,,,,,,,,,,,,
2831,얼음식혜,,,,,,,,,,,,,,,,,,
2832,얼음식혜,,,,,,,,,,,,,,,,,,
2833,누룽지,,,,,,,,,,,,,,,,,,
2834,당근,,,,,,,,,,,,,,,,,,
2835,두부,대파,,,,,,,,,,,,,,,,,
2836,두부,팽이버섯,,,,,,,,,,,,,,,,,
2837,당근,,,,,,,,,,,,,,,,,,
2838,시금치,,,,,,,,,,,,,,,,,,
2839,브로컬리,월동무,,,,,,,,,,,,,,,,,
2840,동물복지유정란,,,,,,,,,,,,,,,,,,
2841,떡국떡,동물복지유정란,시금치,,,,,,,,,,,,,,,,
2842,시금치,대파,황토숙주나물,,,,,,,,,,,,,,,,
2843,찹쌀백미/유,,,,,,,,,,,,,,,,,,
2844,두부,,,,,,,,,,,,,,,,,,
2845,두부,얼갈이,,,,,,,,,,,,,,,,,
2846,시금치,대파,,,,,,,,,,,,,,,,,
2847,두부,팽이버섯,양배추,,,,,,,,,,,,,,,,
2848,당면,,,,,,,,,,,,,,,,,,
2849,대파,,,,,,,,,,,,,,,,,,
2850,떡국떡,,,,,,,,,,,,,,,,,,
2851,두부,브로컬리,,,,,,,,,,,,,,,,,
2852,양파,브로컬리,,,,,,,,,,,,,,,,,
2853,사과/,당근,,,,,,,,,,,,,,,,,
2854,시금치,얼갈이,,,,,,,,,,,,,,,,,
2855,양파,무,,,,,,,,,,,,,,,,,
2856,중파,깻잎,,,,,,,,,,,,,,,,,
2857,당근,쌈채소모음,,,,,,,,,,,,,,,,,
2858,두부,중파,,,,,,,,,,,,,,,,,
2859,방울토마토/대추형,무,당근,중파,,,,,,,,,,,,,,,
2860,무,중파,,,,,,,,,,,,,,,,,
2861,당근,중파,,,,,,,,,,,,,,,,,
2862,얼갈이,,,,,,,,,,,,,,,,,,
2863,오이,,,,,,,,,,,,,,,,,,
2864,당근,당면,,,,,,,,,,,,,,,,,
2865,백미/유,브로컬리,,,,,,,,,,,,,,,,,
2866,애호박,깻잎,,,,,,,,,,,,,,,,,
2867,양배추,,,,,,,,,,,,,,,,,,
2868,유정란/친환경,찹쌀백미/유,,,,,,,,,,,,,,,,,
2869,유정란/친환경,,,,,,,,,,,,,,,,,,
2870,오이,중파,깻잎,,,,,,,,,,,,,,,,
2871,오이,콩나물,콩나물,당근,부추,도토리묵,양배추,,,,,,,,,,,,
2872,쌈채소모음,황토숙주나물,깻잎,,,,,,,,,,,,,,,,
2873,두부,,,,,,,,,,,,,,,,,,
2874,당면,,,,,,,,,,,,,,,,,,
2875,중파,,,,,,,,,,,,,,,,,,
2876,오이,완숙토마토,부추,,,,,,,,,,,,,,,,
2877,두부,애호박,,,,,,,,,,,,,,,,,
2878,두부,당근,,,,,,,,,,,,,,,,,
2879,백미/유,,,,,,,,,,,,,,,,,,
2880,오이,,,,,,,,,,,,,,,,,,
2881,무,,,,,,,,,,,,,,,,,,
2882,애호박,당근,,,,,,,,,,,,,,,,,
2883,유정란/친환경,대파,당면,,,,,,,,,,,,,,,,
2884,유정란/친환경,,,,,,,,,,,,,,,,,,
2885,두부,,,,,,,,,,,,,,,,,,
2886,오이,찹쌀백미/유,,,,,,,,,,,,,,,,,
2887,부추,,,,,,,,,,,,,,,,,,
2888,깻잎,,,,,,,,,,,,,,,,,,
2889,애호박,누룽지,,,,,,,,,,,,,,,,,
2890,쌈채소모음,,,,,,,,,,,,,,,,,,
2891,두부,오이,,,,,,,,,,,,,,,,,
2892,두부,부추,깻잎,,,,,,,,,,,,,,,,
2893,깻잎,,,,,,,,,,,,,,,,,,
2894,얼음식혜,,,,,,,,,,,,,,,,,,
2895,두부,,,,,,,,,,,,,,,,,,
2896,시금치,완숙토마토,,,,,,,,,,,,,,,,,
2897,두부,,,,,,,,,,,,,,,,,,
2898,깐마늘/난지형/유,얼갈이,,,,,,,,,,,,,,,,,
2899,유정란/친환경,대파,찌개용두부,깻잎,,,,,,,,,,,,,,,
2900,양파,,,,,,,,,,,,,,,,,,
2901,당근,,,,,,,,,,,,,,,,,,
2902,대파,,,,,,,,,,,,,,,,,,
2903,동물복지유정란,찌개용두부,,,,,,,,,,,,,,,,,
2904,찌개용두부,,,,,,,,,,,,,,,,,,
2905,팽이버섯,,,,,,,,,,,,,,,,,,
2906,얼갈이,,,,,,,,,,,,,,,,,,
2907,유정란/친환경,대파,,,,,,,,,,,,,,,,,
2908,유정란/친환경,깻잎,,,,,,,,,,,,,,,,,
2909,유정란/친환경,찌개용두부,양배추,,,,,,,,,,,,,,,,
2910,유정란/친환경,,,,,,,,,,,,,,,,,,
2911,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
2912,깻잎,,,,,,,,,,,,,,,,,,
2913,유정란/친환경,,,,,,,,,,,,,,,,,,
2914,백미/유,,,,,,,,,,,,,,,,,,
2915,유정란/친환경,,,,,,,,,,,,,,,,,,
2916,유정란/친환경,,,,,,,,,,,,,,,,,,
2917,양파,,,,,,,,,,,,,,,,,,
2918,얼갈이,,,,,,,,,,,,,,,,,,
2919,양파,중파,,,,,,,,,,,,,,,,,
2920,유정란/친환경,양파,완숙토마토,찌개용두부,,,,,,,,,,,,,,,
2921,유정란/친환경,얼갈이,,,,,,,,,,,,,,,,,
2922,찹쌀백미/유,,,,,,,,,,,,,,,,,,
2923,유정란/친환경,애호박,검은콩두유,,,,,,,,,,,,,,,,
2924,유정란/친환경,오이,,,,,,,,,,,,,,,,,
2925,유정란/친환경,사과/,애호박,중파,,,,,,,,,,,,,,,
2926,유정란/친환경,양파,,,,,,,,,,,,,,,,,
2927,두부,당근,중파,,,,,,,,,,,,,,,,
2928,유정란/친환경,완숙토마토,,,,,,,,,,,,,,,,,
2929,유정란/친환경,애호박,,,,,,,,,,,,,,,,,
2930,유정란/친환경,중파,,,,,,,,,,,,,,,,,
2931,유정란/친환경,얼갈이,가지,,,,,,,,,,,,,,,,
2932,양파,오이,가지,,,,,,,,,,,,,,,,
2933,유정란/친환경,완숙토마토,중파,,,,,,,,,,,,,,,,
2934,오이,가지,깻잎,,,,,,,,,,,,,,,,
2935,동물복지유정란,,,,,,,,,,,,,,,,,,
2936,유정란/친환경,애호박,,,,,,,,,,,,,,,,,
2937,두부,유정란/친환경,애호박,,,,,,,,,,,,,,,,
2938,유정란/친환경,오이,얼갈이,중파,가지,,,,,,,,,,,,,,
2939,양파,오이,백미/유,중파,가지,,,,,,,,,,,,,,
2940,유정란/친환경,사과,,,,,,,,,,,,,,,,,
2941,완숙토마토,가지,깻잎,,,,,,,,,,,,,,,,
2942,유정란/친환경,오이,찌개용두부,,,,,,,,,,,,,,,,
2943,오이,무,가지,,,,,,,,,,,,,,,,
2944,유정란/친환경,상추,,,,,,,,,,,,,,,,,
2945,가지,,,,,,,,,,,,,,,,,,
2946,유정란/친환경,깻잎,,,,,,,,,,,,,,,,,
2947,동물복지유정란,,,,,,,,,,,,,,,,,,
2948,브로컬리,,,,,,,,,,,,,,,,,,
2949,시금치,,,,,,,,,,,,,,,,,,
2950,유정란/친환경,,,,,,,,,,,,,,,,,,
2951,양파,,,,,,,,,,,,,,,,,,
2952,유정란/친환경,애호박,,,,,,,,,,,,,,,,,
2953,오이,,,,,,,,,,,,,,,,,,
2954,찹쌀백미/유,,,,,,,,,,,,,,,,,,
2955,오이,,,,,,,,,,,,,,,,,,
2956,유정란/친환경,,,,,,,,,,,,,,,,,,
2957,유정란/친환경,,,,,,,,,,,,,,,,,,
2958,유정란/친환경,,,,,,,,,,,,,,,,,,
2959,유정란/친환경,,,,,,,,,,,,,,,,,,
2960,누룽지,,,,,,,,,,,,,,,,,,
2961,콩나물,,,,,,,,,,,,,,,,,,
2962,유정란/친환경,,,,,,,,,,,,,,,,,,
2963,양파,양배추,,,,,,,,,,,,,,,,,
2964,유정란/친환경,,,,,,,,,,,,,,,,,,
2965,양파,찹쌀백미/유,,,,,,,,,,,,,,,,,
2966,유정란/친환경,얼음식혜,,,,,,,,,,,,,,,,,
2967,유정란/친환경,오분도미/유,,,,,,,,,,,,,,,,,
2968,유정란/친환경,,,,,,,,,,,,,,,,,,
2969,오분도미/유,,,,,,,,,,,,,,,,,,
2970,유정란/친환경,중파,양배추,,,,,,,,,,,,,,,,
2971,유정란/친환경,오분도미/유,부추,,,,,,,,,,,,,,,,
2972,양파,,,,,,,,,,,,,,,,,,
2973,유정란/친환경,양파,오분도미/유,쌈채소모음,찹쌀백미/유,,,,,,,,,,,,,,
2974,상추,,,,,,,,,,,,,,,,,,
2975,찹쌀백미/유,,,,,,,,,,,,,,,,,,
2976,유정란/친환경,,,,,,,,,,,,,,,,,,
2977,어린잎채소,,,,,,,,,,,,,,,,,,
2978,유정란/친환경,,,,,,,,,,,,,,,,,,
2979,어린잎채소,,,,,,,,,,,,,,,,,,
2980,찌개용두부,,,,,,,,,,,,,,,,,,
2981,깐마늘/난지형/유,,,,,,,,,,,,,,,,,,
2982,연두부,,,,,,,,,,,,,,,,,,
2983,유정란/친환경,연두부,,,,,,,,,,,,,,,,,
2984,찌개용두부,,,,,,,,,,,,,,,,,,
2985,유정란/친환경,,,,,,,,,,,,,,,,,,
2986,콩나물,시금치,,,,,,,,,,,,,,,,,
2987,유정란/친환경,,,,,,,,,,,,,,,,,,
2988,찌개용두부,,,,,,,,,,,,,,,,,,
2989,참기름,,,,,,,,,,,,,,,,,,
2990,부추,,,,,,,,,,,,,,,,,,
2991,찌개용두부,,,,,,,,,,,,,,,,,,
2992,부추,,,,,,,,,,,,,,,,,,
2993,참기름,중파,,,,,,,,,,,,,,,,,
2994,오이,,,,,,,,,,,,,,,,,,
2995,콩나물,시금치,찌개용두부,,,,,,,,,,,,,,,,
2996,딸기/,,,,,,,,,,,,,,,,,,
2997,콩나물,,,,,,,,,,,,,,,,,,
2998,콩나물,찌개용두부,,,,,,,,,,,,,,,,,
2999,찌개용두부,,,,,,,,,,,,,,,,,,
3000,찌개용두부,,,,,,,,,,,,,,,,,,
3001,양배추,,,,,,,,,,,,,,,,,,
3002,찌개용두부,,,,,,,,,,,,,,,,,,
3003,찌개용두부,,,,,,,,,,,,,,,,,,
3004,딸기/,,,,,,,,,,,,,,,,,,
3005,찌개용두부,,,,,,,,,,,,,,,,,,
3006,찌개용두부,,,,,,,,,,,,,,,,,,
3007,찌개용두부,,,,,,,,,,,,,,,,,,
3008,찌개용두부,,,,,,,,,,,,,,,,,,
3009,콩나물,,,,,,,,,,,,,,,,,,
3010,찌개용두부,,,,,,,,,,,,,,,,,,
3011,찌개용두부,,,,,,,,,,,,,,,,,,
3012,부추,,,,,,,,,,,,,,,,,,
3013,깻잎,,,,,,,,,,,,,,,,,,
3014,찌개용두부,,,,,,,,,,,,,,,,,,
3015,찌개용두부,,,,,,,,,,,,,,,,,,
3016,찌개용두부,,,,,,,,,,,,,,,,,,
3017,찌개용두부,,,,,,,,,,,,,,,,,,
3018,찌개용두부,,,,,,,,,,,,,,,,,,
3019,부추,,,,,,,,,,,,,,,,,,
3020,참기름,,,,,,,,,,,,,,,,,,
3021,찌개용두부,,,,,,,,,,,,,,,,,,
3022,찌개용두부,검은콩두유,,,,,,,,,,,,,,,,,
3023,백미/유,부추,,,,,,,,,,,,,,,,,
3024,참기름,부추,,,,,,,,,,,,,,,,,
3025,찌개용두부,,,,,,,,,,,,,,,,,,
3026,참기름,,,,,,,,,,,,,,,,,,
3027,콩나물,,,,,,,,,,,,,,,,,,
3028,찌개용두부,,,,,,,,,,,,,,,,,,
3029,팽이버섯,,,,,,,,,,,,,,,,,,
3030,찌개용두부,,,,,,,,,,,,,,,,,,
3031,상추,,,,,,,,,,,,,,,,,,
3032,대파,,,,,,,,,,,,,,,,,,
3033,깻잎,,,,,,,,,,,,,,,,,,
3034,찌개용두부,,,,,,,,,,,,,,,,,,
3035,중파,,,,,,,,,,,,,,,,,,
3036,유정란/친환경,,,,,,,,,,,,,,,,,,
3037,동물복지유정란,,,,,,,,,,,,,,,,,,
3038,유정란/친환경,,,,,,,,,,,,,,,,,,
3039,중파,,,,,,,,,,,,,,,,,,
3040,두부,팽이버섯,,,,,,,,,,,,,,,,,
3041,유정란/친환경,,,,,,,,,,,,,,,,,,
3042,두부,,,,,,,,,,,,,,,,,,
3043,유정란/친환경,쌈채소모음,,,,,,,,,,,,,,,,,
3044,딸기/,,,,,,,,,,,,,,,,,,
3045,쌈채소모음,,,,,,,,,,,,,,,,,,
3046,두부,동물복지유정란,,,,,,,,,,,,,,,,,
3047,월동무,,,,,,,,,,,,,,,,,,
3048,떡국떡,월동무,팽이버섯,,,,,,,,,,,,,,,,
3049,월동무,,,,,,,,,,,,,,,,,,
3050,동물복지유정란,,,,,,,,,,,,,,,,,,
3051,동물복지유정란,월동무,,,,,,,,,,,,,,,,,
3052,두부,월동무,참외,,,,,,,,,,,,,,,,
3053,두부,,,,,,,,,,,,,,,,,,
3054,유정란/친환경,,,,,,,,,,,,,,,,,,
3055,두부,유정란/친환경,유기농우유,,,,,,,,,,,,,,,,
3056,양파,,,,,,,,,,,,,,,,,,
3057,유기농저지방우유,,,,,,,,,,,,,,,,,,
3058,두부,오이,사과/,브로컬리,,,,,,,,,,,,,,,
3059,양파,,,,,,,,,,,,,,,,,,
3060,두부,유기농저지방우유,,,,,,,,,,,,,,,,,
3061,양파,어린잎채소,,,,,,,,,,,,,,,,,
3062,완숙토마토,,,,,,,,,,,,,,,,,,
3063,참외,,,,,,,,,,,,,,,,,,
3064,완숙토마토,,,,,,,,,,,,,,,,,,
3065,두부,중파,,,,,,,,,,,,,,,,,
3066,찌개용두부,,,,,,,,,,,,,,,,,,
3067,찌개용두부,,,,,,,,,,,,,,,,,,
3068,참외,,,,,,,,,,,,,,,,,,
3069,애호박,,,,,,,,,,,,,,,,,,
3070,참외,,,,,,,,,,,,,,,,,,
3071,가지,,,,,,,,,,,,,,,,,,
3072,애호박,양배추,,,,,,,,,,,,,,,,,
3073,콩국물,,,,,,,,,,,,,,,,,,
3074,가지,,,,,,,,,,,,,,,,,,
3075,가지,,,,,,,,,,,,,,,,,,
3076,콩국물,가지,,,,,,,,,,,,,,,,,
3077,유정란/친환경,애호박,무,,,,,,,,,,,,,,,,
3078,찌개용두부,,,,,,,,,,,,,,,,,,
3079,두부,동물복지유정란,가지,,,,,,,,,,,,,,,,
3080,양파,동물복지유정란,,,,,,,,,,,,,,,,,
3081,두부,,,,,,,,,,,,,,,,,,
3082,애호박,어린잎채소,,,,,,,,,,,,,,,,,
3083,동물복지유정란,,,,,,,,,,,,,,,,,,
3084,오이,백미/유,무,부추,,,,,,,,,,,,,,,
3085,유기농저지방우유,구운도시락김,,,,,,,,,,,,,,,,,
3086,시금치,,,,,,,,,,,,,,,,,,
3087,유정란/친환경,애호박,유기농저지방우유,,,,,,,,,,,,,,,,
3088,유정란/친환경,,,,,,,,,,,,,,,,,,
3089,유정란/친환경,,,,,,,,,,,,,,,,,,
3090,콩나물,시금치,월동무,,,,,,,,,,,,,,,,
3091,당면,,,,,,,,,,,,,,,,,,
3092,두부,,,,,,,,,,,,,,,,,,
3093,유정란/친환경,,,,,,,,,,,,,,,,,,
3094,가지,,,,,,,,,,,,,,,,,,
3095,유정란/친환경,얼갈이,양배추,,,,,,,,,,,,,,,,
3096,동물복지유정란,콩나물,,,,,,,,,,,,,,,,,
3097,콩나물,구운도시락김,,,,,,,,,,,,,,,,,
3098,콩국물,유정란/친환경,구운도시락김,,,,,,,,,,,,,,,,
3099,오이,,,,,,,,,,,,,,,,,,
3100,콩나물,,,,,,,,,,,,,,,,,,
3101,구운도시락김,,,,,,,,,,,,,,,,,,
3102,동물복지유정란,명태참어묵,,,,,,,,,,,,,,,,,
3103,양파,,,,,,,,,,,,,,,,,,
3104,두부,유정란/친환경,사과/,딸기/,유기농저지방우유,당근,대파,구운도시락김,,,,,,,,,,,
3105,콩나물,구운도시락김,,,,,,,,,,,,,,,,,
3106,유정란/친환경,브로컬리,누룽지,당근,,,,,,,,,,,,,,,
3107,유정란/친환경,동물복지유정란,,,,,,,,,,,,,,,,,
3108,두부,황토숙주나물,찌개용두부,,,,,,,,,,,,,,,,
3109,당근,양배추,,,,,,,,,,,,,,,,,
3110,유정란/친환경,시금치,딸기/,당근,도토리묵,양배추,,,,,,,,,,,,,
3111,누룽지,당근,구운도시락김,구운도시락김,양배추,,,,,,,,,,,,,,
3112,도토리묵,,,,,,,,,,,,,,,,,,
3113,딸기/,,,,,,,,,,,,,,,,,,
3114,오분도미/유,,,,,,,,,,,,,,,,,,
3115,떡국떡,떡국떡,두부,유정란/친환경,도토리묵,,,,,,,,,,,,,,
3116,당근,대파,도토리묵,,,,,,,,,,,,,,,,
3117,사과/,,,,,,,,,,,,,,,,,,
3118,명태참어묵,도토리묵,,,,,,,,,,,,,,,,,
3119,동물복지유정란,,,,,,,,,,,,,,,,,,
3120,유정란/친환경,사과/,참기름,당근,대파,명태참어묵,당면,양배추,,,,,,,,,,,
3121,떡국떡,도토리묵,,,,,,,,,,,,,,,,,
3122,얼갈이,찌개용두부,도토리묵,,,,,,,,,,,,,,,,
3123,떡국떡,두부,유정란/친환경,사과/,당근,도토리묵,,,,,,,,,,,,,
3124,유정란/친환경,,,,,,,,,,,,,,,,,,
3125,사과/,구운도시락김,,,,,,,,,,,,,,,,,
3126,떡국떡,유정란/친환경,브로컬리,,,,,,,,,,,,,,,,
3127,떡국떡,두부,양파,사과/,대파,,,,,,,,,,,,,,
3128,도토리묵,,,,,,,,,,,,,,,,,,
3129,당근,,,,,,,,,,,,,,,,,,
3130,유정란/친환경,,,,,,,,,,,,,,,,,,
3131,오분도미/유,,,,,,,,,,,,,,,,,,
3132,사과/,브로컬리,유기농저지방우유,도토리묵,,,,,,,,,,,,,,,
3133,사과/,얼음식혜,,,,,,,,,,,,,,,,,
3134,두부,사과/,명태참어묵,얼갈이,,,,,,,,,,,,,,,
3135,두부,딸기/,,,,,,,,,,,,,,,,,
3136,유정란/친환경,오이,당근,명태참어묵,구운도시락김,,,,,,,,,,,,,,
3137,당근,명태참어묵,,,,,,,,,,,,,,,,,
3138,사과/,유기농저지방우유,,,,,,,,,,,,,,,,,
3139,떡국떡,사과/,얼음식혜,,,,,,,,,,,,,,,,
3140,유정란/친환경,사과/,유기농저지방우유,중파,,,,,,,,,,,,,,,
3141,시금치,완숙토마토,참기름,당근,,,,,,,,,,,,,,,
3142,사과/,오분도미/유,,,,,,,,,,,,,,,,,
3143,사과/,유기농저지방우유,당근,도토리묵,,,,,,,,,,,,,,,
3144,유정란/친환경,,,,,,,,,,,,,,,,,,
3145,오이,콩나물,찌개용두부,,,,,,,,,,,,,,,,
3146,사과/,도토리묵,,,,,,,,,,,,,,,,,
3147,유정란/친환경,양배추,,,,,,,,,,,,,,,,,
3148,사과/,사과/,유기농저지방우유,,,,,,,,,,,,,,,,
3149,유정란/친환경,완숙토마토,브로컬리,유기농저지방우유,당근,명태참어묵,참외,찌개용두부,구운도시락김,,,,,,,,,,
3150,누룽지,도토리묵,,,,,,,,,,,,,,,,,
3151,도토리묵,,,,,,,,,,,,,,,,,,
3152,무,당근,명태참어묵,참외,중파,,,,,,,,,,,,,,
3153,동물복지유정란,누룽지,,,,,,,,,,,,,,,,,
3154,오이,,,,,,,,,,,,,,,,,,
3155,오이,브로컬리,,,,,,,,,,,,,,,,,
3156,오분도미/유,참기름,참외,찹쌀백미/유,,,,,,,,,,,,,,,
3157,명태참어묵,복숭아,,,,,,,,,,,,,,,,,
3158,오이,연두부,완숙토마토,당근,가지,양배추,,,,,,,,,,,,,
3159,구운도시락김,,,,,,,,,,,,,,,,,,
3160,오이,연두부,백미/유,도토리묵,양배추,,,,,,,,,,,,,,
3161,콩나물,,,,,,,,,,,,,,,,,,
3162,완숙토마토,당근,황토숙주나물,양배추,,,,,,,,,,,,,,,
3163,구운도시락김,,,,,,,,,,,,,,,,,,
3164,두부,유정란/친환경,도토리묵,,,,,,,,,,,,,,,,
3165,도토리묵,,,,,,,,,,,,,,,,,,
3166,떡국떡,콩나물,가지,,,,,,,,,,,,,,,,
3167,유정란/친환경,중파,부추,,,,,,,,,,,,,,,,
3168,가지,,,,,,,,,,,,,,,,,,
3169,황토숙주나물,구운도시락김,구운도시락김,,,,,,,,,,,,,,,,
3170,오이,오분도미/유,대파,도토리묵,,,,,,,,,,,,,,,
3171,얼음식혜,,,,,,,,,,,,,,,,,,
3172,두부,유정란/친환경,콩나물,쌈채소모음,도토리묵,,,,,,,,,,,,,,
