,0,1,2,3,4,5,6,7,8,9,10,11,12
606,누룽지,팽이버섯,,,,,,,,,,,
607,오이,어린잎채소,,,,,,,,,,,
608,방울토마토/대추형,유기농우유,,,,,,,,,,,
609,방울토마토/대추형,방울토마토/대추형,명태참어묵,,,,,,,,,,
610,명태참어묵,,,,,,,,,,,,
611,누룽지,,,,,,,,,,,,
612,상큼한포도,,,,,,,,,,,,
613,방울토마토/대추형,현미유,팽이버섯,,,,,,,,,,
614,누룽지,,,,,,,,,,,,
615,연두부,,,,,,,,,,,,
616,두부,,,,,,,,,,,,
617,양파,,,,,,,,,,,,
618,오이,백미/유,,,,,,,,,,,
619,오이,콩나물,유기농우유,,,,,,,,,,
620,양파,,,,,,,,,,,,
621,유정란/친환경,오이,유기농우유,우유,,,,,,,,,
622,두부,오이,,,,,,,,,,,
623,유정란/친환경,오이,,,,,,,,,,,
624,검은콩두유,,,,,,,,,,,,
625,딸기잼,하늘바다새우,,,,,,,,,,,
626,양송이버섯,,,,,,,,,,,,
627,찌개용두부,,,,,,,,,,,,
628,오이,애호박,당근,,,,,,,,,,
629,딸기잼,애호박,,,,,,,,,,,
630,딸기잼,,,,,,,,,,,,
631,두부,유정란/친환경,콩나물,,,,,,,,,,
632,유정란/친환경,,,,,,,,,,,,
633,당근,,,,,,,,,,,,
634,유정란/친환경,,,,,,,,,,,,
635,콩나물,,,,,,,,,,,,
636,당근,팽이버섯,,,,,,,,,,,
637,유정란/친환경,오이,,,,,,,,,,,
638,양파,,,,,,,,,,,,
639,양파,,,,,,,,,,,,
640,유정란/친환경,,,,,,,,,,,,
641,팽이버섯,,,,,,,,,,,,
642,무,당근,얼음식혜,,,,,,,,,,
643,동물복지유정란,,,,,,,,,,,,
644,유정란/친환경,,,,,,,,,,,,
645,명태참어묵,,,,,,,,,,,,
646,구운도시락김,,,,,,,,,,,,
647,닭가슴살,,,,,,,,,,,,
648,유정란/친환경,팽이버섯,,,,,,,,,,,
649,유정란/친환경,콩나물,현미유,,,,,,,,,,
650,유기농우유,유기농성이시돌목장우유,,,,,,,,,,,
651,상큼한포도,,,,,,,,,,,,
652,유정란/친환경,찌개용두부,,,,,,,,,,,
653,사과/,검은콩두유,,,,,,,,,,,
654,검은콩두유,,,,,,,,,,,,
655,두부,유정란/친환경,애호박,,,,,,,,,,
656,사과당근즙,,,,,,,,,,,,
657,양파,,,,,,,,,,,,
658,찌개용두부,구운도시락김,,,,,,,,,,,
659,유정란/친환경,유기농우유,상큼한감귤,,,,,,,,,,
660,유정란/친환경,당근,대파,유기농우유,,,,,,,,,
661,유정란/친환경,어린잎채소,명태참어묵,상큼한감귤,,,,,,,,,
662,사과/,당근,상큼한감귤&한라봉,,,,,,,,,,
663,유정란/친환경,사과당근즙,상큼한포도,,,,,,,,,,
664,명태참어묵,,,,,,,,,,,,
665,두부,유정란/친환경,현미유,,,,,,,,,,
666,어린잎채소,,,,,,,,,,,,
667,동물복지유정란,어린잎채소,유기농성이시돌목장우유,,,,,,,,,,
668,사과당근즙,,,,,,,,,,,,
669,유정란/친환경,유기농우유,사과당근즙,,,,,,,,,,
670,유정란/친환경,양배추,,,,,,,,,,,
671,유정란/친환경,어린잎채소,누룽지,,,,,,,,,,
672,유정란/친환경,상큼한감귤,,,,,,,,,,,
673,두부,유기농우유,상큼한감귤,,,,,,,,,,
674,유정란/친환경,유기농우유,,,,,,,,,,,
675,어린잎채소,,,,,,,,,,,,
676,사과당근즙,상큼한포도,,,,,,,,,,,
677,어린잎채소,유기농우유,현미유,,,,,,,,,,
678,어린잎채소,유기농우유,,,,,,,,,,,
679,오이,유기농우유,상큼한감귤&한라봉,,,,,,,,,,
680,두부,동물복지유정란,당근,유기농우유,,,,,,,,,
681,두부,유정란/친환경,사과/,,,,,,,,,,
682,두부,유정란/친환경,사과/,당근,현미유,,,,,,,,
683,두부,방울토마토/대추형,누룽지,,,,,,,,,,
684,동물복지유정란,유기농우유,,,,,,,,,,,
685,어린잎채소,,,,,,,,,,,,
686,상큼한포도,,,,,,,,,,,,
687,두부,유정란/친환경,당근,,,,,,,,,,
688,어린잎채소,,,,,,,,,,,,
689,유정란/친환경,,,,,,,,,,,,
690,유정란/친환경,,,,,,,,,,,,
691,두부,유정란/친환경,,,,,,,,,,,
692,우유,,,,,,,,,,,,
693,양파,,,,,,,,,,,,
694,동물복지유정란,카스텔라,우유,닭가슴살,,,,,,,,,
695,두부,유정란/친환경,,,,,,,,,,,
696,양파,당근,,,,,,,,,,,
697,유정란/친환경,,,,,,,,,,,,
698,유정란/친환경,브로컬리,팽이버섯,,,,,,,,,,
699,하늘땅감자,,,,,,,,,,,,
700,우유,,,,,,,,,,,,
701,과일푸딩,과일푸딩,,,,,,,,,,,
702,방울토마토/대추형,,,,,,,,,,,,
703,방울토마토/대추형,,,,,,,,,,,,
704,과일푸딩,,,,,,,,,,,,
705,두부,연두부,어린잎채소,,,,,,,,,,
706,양파,,,,,,,,,,,,
707,하늘바다새우,,,,,,,,,,,,
708,카스텔라,,,,,,,,,,,,
709,백미/유,사과당근즙,,,,,,,,,,,
710,콩나물,,,,,,,,,,,,
711,콩나물,,,,,,,,,,,,
712,카스텔라,,,,,,,,,,,,
713,유정란/친환경,카스텔라,,,,,,,,,,,
714,양파,오이,,,,,,,,,,,
715,유정란/친환경,,,,,,,,,,,,
716,유정란/친환경,,,,,,,,,,,,
717,오이,브로컬리,,,,,,,,,,,
718,얼음식혜,,,,,,,,,,,,
719,유정란/친환경,얼음식혜,,,,,,,,,,,
720,얼음식혜,상큼한감귤,,,,,,,,,,,
721,백미/유,얼음식혜,,,,,,,,,,,
722,두부,유정란/친환경,시금치,당근,유기농성이시돌목장우유,,,,,,,,
723,동물복지유정란,콩나물,연두부,유기농성이시돌목장우유,,,,,,,,,
724,콩나물,,,,,,,,,,,,
725,오이,백미/유,현미유,,,,,,,,,,
726,유정란/친환경,오이,유기농성이시돌목장우유,밥풀과자,,,,,,,,,
727,백미/유,얼음식혜,유기농성이시돌목장우유,,,,,,,,,,
728,연두부,백미/유,당근,중파,,,,,,,,,
729,양파,얼음식혜,유기농성이시돌목장우유,,,,,,,,,,
730,유정란/친환경,,,,,,,,,,,,
731,유정란/친환경,양파,애호박,,,,,,,,,,
732,중파,,,,,,,,,,,,
733,유정란/친환경,백미/유,,,,,,,,,,,
734,유정란/친환경,백미/유,상큼한포도,,,,,,,,,,
735,양파,,,,,,,,,,,,
736,얼음식혜,,,,,,,,,,,,
737,백미/유,,,,,,,,,,,,
738,딸기잼,,,,,,,,,,,,
739,딸기잼,,,,,,,,,,,,
740,양파,오이,,,,,,,,,,,
741,유정란/친환경,동물복지유정란,,,,,,,,,,,
742,두부,콩나물,유기농우유,,,,,,,,,,
743,닭가슴살,,,,,,,,,,,,
744,닭가슴살,,,,,,,,,,,,
745,찌개용두부,닭가슴살,,,,,,,,,,,
746,브로컬리,닭가슴살,,,,,,,,,,,
747,닭가슴살,,,,,,,,,,,,
748,닭가슴살,,,,,,,,,,,,
749,닭가슴살,,,,,,,,,,,,
750,닭가슴살,,,,,,,,,,,,
751,닭가슴살,,,,,,,,,,,,
752,닭가슴살,,,,,,,,,,,,
753,닭가슴살,,,,,,,,,,,,
754,유정란/친환경,유기농우유,명태참어묵,찌개용두부,,,,,,,,,
755,하늘땅감자,,,,,,,,,,,,
756,유정란/친환경,,,,,,,,,,,,
757,동물복지유정란,연두부,,,,,,,,,,,
758,두부,,,,,,,,,,,,
759,양파,,,,,,,,,,,,
760,시금치,찌개용두부,,,,,,,,,,,
761,당근,,,,,,,,,,,,
762,양파,동물복지유정란,시금치,명태참어묵,찌개용두부,,,,,,,,
763,콩나물,,,,,,,,,,,,
764,찌개용두부,,,,,,,,,,,,
765,사과/,,,,,,,,,,,,
766,찌개용두부,,,,,,,,,,,,
767,명태참어묵,단무지,,,,,,,,,,,
768,콩나물,팽이버섯,,,,,,,,,,,
769,단무지,,,,,,,,,,,,
770,두부,오이,당근,상큼한감귤&한라봉,,,,,,,,,
771,두부,카스텔라,,,,,,,,,,,
772,오이,,,,,,,,,,,,
773,두부,오이,명태참어묵,상큼한감귤&한라봉,밥풀과자,,,,,,,,
774,중파,,,,,,,,,,,,
775,당근,찌개용두부,,,,,,,,,,,
776,당근,과일푸딩,,,,,,,,,,,
777,유정란/친환경,,,,,,,,,,,,
778,두부,유정란/친환경,상큼한감귤,,,,,,,,,,
779,오이,당근,,,,,,,,,,,
780,찌개용두부,,,,,,,,,,,,
781,콩나물,중파,,,,,,,,,,,
782,두부,유정란/친환경,찌개용두부,,,,,,,,,,
783,명태참어묵,단무지,상큼한감귤&한라봉,,,,,,,,,,
784,오이,콩나물,,,,,,,,,,,
785,유정란/친환경,상큼한감귤,,,,,,,,,,,
786,두부,,,,,,,,,,,,
787,두부,과일푸딩,,,,,,,,,,,
788,시금치,얼음식혜,,,,,,,,,,,
789,당근,,,,,,,,,,,,
790,당근,,,,,,,,,,,,
791,딸기잼,,,,,,,,,,,,
792,유정란/친환경,콩나물,찌개용두부,,,,,,,,,,
793,양파,찌개용두부,과일푸딩,,,,,,,,,,
794,과일푸딩,,,,,,,,,,,,
795,백미/유,,,,,,,,,,,,
796,유정란/친환경,당근,,,,,,,,,,,
797,얼음식혜,,,,,,,,,,,,
798,과일푸딩,,,,,,,,,,,,
799,팽이버섯,,,,,,,,,,,,
800,유정란/친환경,무,,,,,,,,,,,
801,얼음식혜,,,,,,,,,,,,
802,방울토마토/대추형,,,,,,,,,,,,
803,양송이버섯,,,,,,,,,,,,
804,두부,당근,가지,,,,,,,,,,
805,찌개용두부,,,,,,,,,,,,
806,방울토마토/대추형,,,,,,,,,,,,
807,얼음식혜,,,,,,,,,,,,
808,두부,,,,,,,,,,,,
809,당근,중파,가지,,,,,,,,,,
810,오이,,,,,,,,,,,,
811,딸기잼,,,,,,,,,,,,
812,양송이버섯,,,,,,,,,,,,
813,당근,얼음식혜,과일푸딩,,,,,,,,,,
814,두부,,,,,,,,,,,,
815,콩나물,,,,,,,,,,,,
816,두부,,,,,,,,,,,,
817,당근,,,,,,,,,,,,
818,하늘바다새우,밥풀과자,,,,,,,,,,,
819,두부,양파,밥풀과자,,,,,,,,,,
820,두부,양파,누룽지,대파,검은콩두유,밥풀과자,,,,,,,
821,상큼한감귤,,,,,,,,,,,,
822,연두부,브로컬리,누룽지,,,,,,,,,,
823,유정란/친환경,,,,,,,,,,,,
824,유정란/친환경,,,,,,,,,,,,
825,유정란/친환경,당근,상큼한감귤,,,,,,,,,,
826,유정란/친환경,사과/,,,,,,,,,,,
827,단무지,밥풀과자,,,,,,,,,,,
828,당근,상큼한감귤,,,,,,,,,,,
829,유정란/친환경,,,,,,,,,,,,
830,두부,유정란/친환경,사과/,하늘바다새우,단무지,사과당근즙,상큼한감귤&한라봉,,,,,,
831,밥풀과자,,,,,,,,,,,,
832,유정란/친환경,밥풀과자,,,,,,,,,,,
833,밥풀과자,,,,,,,,,,,,
834,유정란/친환경,상큼한감귤&한라봉,,,,,,,,,,,
835,브로컬리,,,,,,,,,,,,
836,유정란/친환경,중파,양배추,,,,,,,,,,
837,유정란/친환경,,,,,,,,,,,,
838,두부,양파,하늘바다새우,,,,,,,,,,
839,유정란/친환경,,,,,,,,,,,,
840,유정란/친환경,,,,,,,,,,,,
841,하늘바다새우,팽이버섯,쥬키니호박,,,,,,,,,,
842,두부,유정란/친환경,,,,,,,,,,,
843,찌개용두부,,,,,,,,,,,,
844,연두부,,,,,,,,,,,,
845,두부,,,,,,,,,,,,
846,하늘바다새우,,,,,,,,,,,,
847,대파,쥬키니호박,,,,,,,,,,,
848,두부,,,,,,,,,,,,
849,상큼한포도,,,,,,,,,,,,
850,유정란/친환경,양배추,,,,,,,,,,,
851,상큼한포도,,,,,,,,,,,,
852,닭가슴살,,,,,,,,,,,,
853,감귤즙,,,,,,,,,,,,
854,상큼한포도,,,,,,,,,,,,
855,브로컬리,,,,,,,,,,,,
856,유정란/친환경,유기농우유,현미유,양배추,,,,,,,,,
857,시금치,당근,대파,,,,,,,,,,
858,두부,,,,,,,,,,,,
859,카스텔라,,,,,,,,,,,,
860,상큼한포도,,,,,,,,,,,,
861,하늘바다새우,,,,,,,,,,,,
862,당근,하늘땅감자,우유,양송이버섯,,,,,,,,,
863,하늘바다새우,하늘땅감자,,,,,,,,,,,
864,당근,,,,,,,,,,,,
865,딸기잼,어린잎채소,,,,,,,,,,,
866,유정란/친환경,,,,,,,,,,,,
867,얼음식혜,,,,,,,,,,,,
868,양파,,,,,,,,,,,,
869,백미/유,,,,,,,,,,,,
870,얼음식혜,,,,,,,,,,,,
871,얼음식혜,,,,,,,,,,,,
872,유정란/친환경,당근,현미유,,,,,,,,,,
873,오이,,,,,,,,,,,,
874,유정란/친환경,찌개용두부,,,,,,,,,,,
875,쥬키니호박,,,,,,,,,,,,
876,당근,얼음식혜,,,,,,,,,,,
877,감귤즙,,,,,,,,,,,,
878,오이,애호박,,,,,,,,,,,
879,누룽지,현미유,하늘바다새우,하늘땅감자,,,,,,,,,
880,유정란/친환경,,,,,,,,,,,,
881,브로컬리,,,,,,,,,,,,
882,애호박,찌개용두부,얼음식혜,,,,,,,,,,
883,브로컬리,,,,,,,,,,,,
884,두부,오이,연두부,애호박,당근,,,,,,,,
885,유정란/친환경,방울토마토/대추형,7곡딸기롤과자,,,,,,,,,,
886,두부,애호박,하늘바다새우,,,,,,,,,,
887,오이,시금치,브로컬리,현미유,양송이버섯,감귤즙,,,,,,,
888,방울토마토/대추형,감귤즙,,,,,,,,,,,
889,애호박,양송이버섯,,,,,,,,,,,
890,오이,우유,사과당근즙,,,,,,,,,,
891,방울토마토/대추형,찌개용두부,사과당근즙,상큼한포도,,,,,,,,,
892,오이,얼음식혜,,,,,,,,,,,
893,상큼한포도,,,,,,,,,,,,
894,유정란/친환경,사과당근즙,감귤즙,,,,,,,,,,
895,애호박,어린잎채소,얼음식혜,사과당근즙,,,,,,,,,
896,딸기잼,오이,,,,,,,,,,,
897,애호박,사과당근즙,,,,,,,,,,,
898,하늘바다새우,,,,,,,,,,,,
899,시금치,,,,,,,,,,,,
900,두부,방울토마토/대추형,단무지,감귤즙,,,,,,,,,
901,사과당근즙,감귤즙,,,,,,,,,,,
902,두부,어린잎채소,상큼한포도,,,,,,,,,,
903,상큼한포도,,,,,,,,,,,,
904,방울토마토/대추형,브로컬리,,,,,,,,,,,
905,유정란/친환경,방울토마토/대추형,가지,,,,,,,,,,
906,감귤즙,,,,,,,,,,,,
907,백미/유,브로컬리,,,,,,,,,,,
908,방울토마토/대추형,,,,,,,,,,,,
909,얼음식혜,,,,,,,,,,,,
910,당근,,,,,,,,,,,,
911,현미유,하늘바다새우,사과당근즙,상큼한포도,,,,,,,,,
912,사과당근즙,,,,,,,,,,,,
913,연두부,애호박,,,,,,,,,,,
914,유정란/친환경,,,,,,,,,,,,
915,감귤즙,,,,,,,,,,,,
916,상큼한포도,,,,,,,,,,,,
917,유정란/친환경,백미/유,,,,,,,,,,,
918,중파,,,,,,,,,,,,
919,사과당근즙,,,,,,,,,,,,
920,하늘바다새우,,,,,,,,,,,,
921,사과당근즙,감귤즙,,,,,,,,,,,
922,방울토마토/대추형,,,,,,,,,,,,
923,사과당근즙,,,,,,,,,,,,
924,유정란/친환경,얼음식혜,사과당근즙,상큼한포도,,,,,,,,,
925,연두부,팽이버섯,,,,,,,,,,,
926,하늘땅감자,감귤즙,,,,,,,,,,,
927,오이,,,,,,,,,,,,
928,오이,,,,,,,,,,,,
929,당근,상큼한포도,감귤즙,,,,,,,,,,
930,상큼한포도,,,,,,,,,,,,
931,두부,,,,,,,,,,,,
932,방울토마토/대추형,사과당근즙,감귤즙,,,,,,,,,,
933,두부,사과당근즙,감귤즙,,,,,,,,,,
934,오이,백미/유,브로컬리,가지,상큼한포도,상큼한포도,,,,,,,
935,유정란/친환경,방울토마토/대추형,감귤즙,,,,,,,,,,
936,사과당근즙,,,,,,,,,,,,
937,상큼한포도,,,,,,,,,,,,
938,두부,오이,상큼한포도,,,,,,,,,,
939,하늘바다새우,,,,,,,,,,,,
940,백미/유,상큼한포도,,,,,,,,,,,
941,오이,,,,,,,,,,,,
942,브로컬리,,,,,,,,,,,,
943,유정란/친환경,오이,연두부,애호박,중파,,,,,,,,
944,상큼한포도,,,,,,,,,,,,
945,오이,상큼한포도,,,,,,,,,,,
946,시금치,애호박,당근,하늘바다새우,하늘땅감자,상큼한포도,,,,,,,
947,상큼한포도,,,,,,,,,,,,
948,팽이버섯,,,,,,,,,,,,
949,양파,딸기잼,시금치,상큼한포도,상큼한포도,,,,,,,,
950,상큼한포도,,,,,,,,,,,,
951,상큼한포도,,,,,,,,,,,,
952,두부,하늘땅감자,,,,,,,,,,,
953,오이,백미/유,,,,,,,,,,,
954,브로컬리,가지,,,,,,,,,,,
955,브로컬리,,,,,,,,,,,,
956,하늘땅감자,,,,,,,,,,,,
957,두부,애호박,당근,,,,,,,,,,
958,유정란/친환경,상큼한감귤&한라봉,,,,,,,,,,,
959,당근,찌개용두부,,,,,,,,,,,
960,유정란/친환경,당근,,,,,,,,,,,
961,양파,,,,,,,,,,,,
962,당근,,,,,,,,,,,,
963,두부,,,,,,,,,,,,
964,당근,,,,,,,,,,,,
965,동물복지유정란,,,,,,,,,,,,
966,닭가슴살,,,,,,,,,,,,
967,유정란/친환경,,,,,,,,,,,,
968,유정란/친환경,,,,,,,,,,,,
969,오이,당근,,,,,,,,,,,
970,유정란/친환경,당근,,,,,,,,,,,
971,양파,,,,,,,,,,,,
972,두부,애호박,,,,,,,,,,,
973,두부,백미/유,유기농우유,,,,,,,,,,
974,백미/유,상큼한감귤,,,,,,,,,,,
975,유정란/친환경,,,,,,,,,,,,
976,동물복지유정란,,,,,,,,,,,,
977,유정란/친환경,,,,,,,,,,,,
978,유정란/친환경,,,,,,,,,,,,
979,동물복지유정란,,,,,,,,,,,,
980,유정란/친환경,,,,,,,,,,,,
981,7곡딸기롤과자,하늘땅감자,,,,,,,,,,,
982,두부,하늘땅감자,,,,,,,,,,,
983,두부,동물복지유정란,,,,,,,,,,,
984,동물복지유정란,하늘바다새우,,,,,,,,,,,
985,두부,하늘땅감자,,,,,,,,,,,
986,찌개용두부,,,,,,,,,,,,
987,유정란/친환경,,,,,,,,,,,,
988,검은콩두유,,,,,,,,,,,,
989,7곡딸기롤과자,상큼한감귤&한라봉,,,,,,,,,,,
990,유정란/친환경,,,,,,,,,,,,
991,어린잎채소,유기농성이시돌목장우유,,,,,,,,,,,
992,어린잎채소,유기농성이시돌목장우유,,,,,,,,,,,
993,동물복지유정란,유기농성이시돌목장우유,,,,,,,,,,,
994,어린잎채소,,,,,,,,,,,,
995,오이,,,,,,,,,,,,
996,오이,애호박,가지,,,,,,,,,,
997,어린잎채소,,,,,,,,,,,,
998,양배추,,,,,,,,,,,,
999,오이,브로컬리,,,,,,,,,,,
1000,어린잎채소,가지,,,,,,,,,,,
1001,양배추,,,,,,,,,,,,
1002,하늘바다새우,,,,,,,,,,,,
1003,하늘땅감자,,,,,,,,,,,,
1004,두부,콩나물,,,,,,,,,,,
1005,두부,,,,,,,,,,,,
1006,우유,,,,,,,,,,,,
1007,현미유,,,,,,,,,,,,
1008,찌개용두부,,,,,,,,,,,,
1009,유기농우유,,,,,,,,,,,,
1010,카스텔라,대파,,,,,,,,,,,
1011,하늘바다새우,찌개용두부,,,,,,,,,,,
1012,하늘땅감자,,,,,,,,,,,,
1013,상큼한포도,상큼한감귤&한라봉,,,,,,,,,,,
1014,찌개용두부,,,,,,,,,,,,
1015,두부,,,,,,,,,,,,
1016,두부,,,,,,,,,,,,
1017,오이,,,,,,,,,,,,
1018,양파,오이,,,,,,,,,,,
1019,오이,가지,,,,,,,,,,,
1020,두부,찌개용두부,,,,,,,,,,,
1021,오이,,,,,,,,,,,,
1022,하늘바다새우,구운도시락김,,,,,,,,,,,
1023,두부,유정란/친환경,,,,,,,,,,,
1024,두부,시금치,,,,,,,,,,,
1025,시금치,,,,,,,,,,,,
1026,대파,,,,,,,,,,,,
1027,백미/유,단무지,,,,,,,,,,,
1028,당근,,,,,,,,,,,,
1029,유정란/친환경,,,,,,,,,,,,
1030,당근,팽이버섯,단무지,,,,,,,,,,
1031,오이,시금치,단무지,,,,,,,,,,
1032,찌개용두부,유기농성이시돌목장우유,단무지,,,,,,,,,,
1033,단무지,,,,,,,,,,,,
1034,중파,,,,,,,,,,,,
1035,단무지,,,,,,,,,,,,
1036,단무지,,,,,,,,,,,,
1037,양파,단무지,,,,,,,,,,,
1038,중파,,,,,,,,,,,,
1039,명태참어묵,상큼한포도,밥풀과자,닭가슴살,,,,,,,,,
1040,유정란/친환경,7곡딸기롤과자,,,,,,,,,,,
1041,사과당근즙,상큼한포도,,,,,,,,,,,
1042,7곡딸기롤과자,과일푸딩,,,,,,,,,,,
1043,감귤즙,,,,,,,,,,,,
1044,두부,,,,,,,,,,,,
1045,방울토마토/대추형,중파,찌개용두부,,,,,,,,,,
1046,두부,콩나물,과일푸딩,,,,,,,,,,
1047,브로컬리,과일푸딩,,,,,,,,,,,
1048,사과당근즙,상큼한포도,,,,,,,,,,,
1049,두부,방울토마토/대추형,애호박,브로컬리,,,,,,,,,
1050,사과당근즙,,,,,,,,,,,,
1051,유정란/친환경,청경채,얼음식혜,,,,,,,,,,
1052,과일푸딩,,,,,,,,,,,,
1053,당근,,,,,,,,,,,,
1054,우유,,,,,,,,,,,,
1055,두부,,,,,,,,,,,,
1056,두부,,,,,,,,,,,,
1057,7곡딸기롤과자,,,,,,,,,,,,
1058,감귤즙,,,,,,,,,,,,
1059,브로컬리,,,,,,,,,,,,
1060,우유,,,,,,,,,,,,
1061,사과당근즙,,,,,,,,,,,,
1062,얼음식혜,닭가슴살,,,,,,,,,,,
1063,하늘바다새우,,,,,,,,,,,,
1064,우유,,,,,,,,,,,,
1065,하늘바다새우,하늘땅감자,,,,,,,,,,,
1066,현미유,유기농성이시돌목장우유,,,,,,,,,,,
1067,유기농성이시돌목장우유,,,,,,,,,,,,
1068,유정란/친환경,,,,,,,,,,,,
1069,유기농성이시돌목장우유,,,,,,,,,,,,
1070,7곡딸기롤과자,명태참어묵,,,,,,,,,,,
1071,백미/유,,,,,,,,,,,,
1072,두부,,,,,,,,,,,,
1073,두부,,,,,,,,,,,,
1074,연두부,,,,,,,,,,,,
1075,두부,찌개용두부,,,,,,,,,,,
1076,두부,,,,,,,,,,,,
1077,두부,,,,,,,,,,,,
1078,두부,,,,,,,,,,,,
1079,두부,,,,,,,,,,,,
1080,찌개용두부,,,,,,,,,,,,
1081,두부,,,,,,,,,,,,
1082,두부,,,,,,,,,,,,
1083,찌개용두부,,,,,,,,,,,,
1084,두부,연두부,,,,,,,,,,,
1085,두부,팽이버섯,,,,,,,,,,,
1086,두부,,,,,,,,,,,,
1087,연두부,,,,,,,,,,,,
1088,연두부,,,,,,,,,,,,
1089,두부,,,,,,,,,,,,
1090,두부,연두부,,,,,,,,,,,
1091,콩나물,,,,,,,,,,,,
1092,두부,콩나물,,,,,,,,,,,
1093,두부,양파,,,,,,,,,,,
1094,두부,유기농우유,현미유,,,,,,,,,,
1095,동물복지유정란,,,,,,,,,,,,
1096,두부,콩나물,사과/,백미/유,브로컬리,유기농성이시돌목장우유,,,,,,,
1097,유정란/친환경,백미/유,유기농성이시돌목장우유,,,,,,,,,,
1098,유정란/친환경,대파,,,,,,,,,,,
1099,사과/,백미/유,,,,,,,,,,,
1100,7곡딸기롤과자,,,,,,,,,,,,
1101,유기농성이시돌목장우유,,,,,,,,,,,,
1102,유정란/친환경,당근,명태참어묵,,,,,,,,,,
1103,유기농우유,,,,,,,,,,,,
1104,유정란/친환경,사과/,대파,유기농성이시돌목장우유,,,,,,,,,
1105,두부,,,,,,,,,,,,
1106,시금치,,,,,,,,,,,,
1107,백미/유,유기농우유,,,,,,,,,,,
1108,사과/,,,,,,,,,,,,
1109,브로컬리,쥬키니호박,,,,,,,,,,,
1110,유기농성이시돌목장우유,,,,,,,,,,,,
1111,7곡딸기롤과자,쥬키니호박,,,,,,,,,,,
1112,두부,백미/유,,,,,,,,,,,
1113,과일푸딩,과일푸딩,,,,,,,,,,,
1114,두부,,,,,,,,,,,,
1115,두부,,,,,,,,,,,,
1116,사과/,브로컬리,당근,상큼한감귤,,,,,,,,,
1117,콩나물,사과/,,,,,,,,,,,
1118,두부,애호박,,,,,,,,,,,
1119,중파,,,,,,,,,,,,
1120,두부,상큼한감귤&한라봉,,,,,,,,,,,
1121,당근,,,,,,,,,,,,
1122,7곡딸기롤과자,,,,,,,,,,,,
1123,유정란/친환경,양파,,,,,,,,,,,
1124,상큼한감귤&한라봉,상큼한감귤,,,,,,,,,,,
1125,애호박,,,,,,,,,,,,
1126,백미/유,유기농우유,명태참어묵,,,,,,,,,,
1127,두부,,,,,,,,,,,,
1128,두부,,,,,,,,,,,,
1129,우유,,,,,,,,,,,,
1130,두부,,,,,,,,,,,,
1131,상큼한감귤,,,,,,,,,,,,
1132,유기농우유,,,,,,,,,,,,
1133,유정란/친환경,,,,,,,,,,,,
1134,양파,과일푸딩,과일푸딩,,,,,,,,,,
1135,대파,명태참어묵,찌개용두부,단무지,닭가슴살,,,,,,,,
1136,하늘땅감자,,,,,,,,,,,,
1137,당근,,,,,,,,,,,,
1138,어린잎채소,,,,,,,,,,,,
1139,유정란/친환경,사과/,하늘땅감자,밥풀과자,,,,,,,,,
1140,양배추,밥풀과자,닭가슴살,,,,,,,,,,
1141,백미/유,검은콩두유,과일푸딩,상큼한감귤&한라봉,,,,,,,,,
1142,유정란/친환경,양파,어린잎채소,하늘땅감자,,,,,,,,,
1143,하늘땅감자,검은콩두유,양배추,,,,,,,,,,
1144,브로컬리,,,,,,,,,,,,
1145,사과/,,,,,,,,,,,,
1146,검은콩두유,,,,,,,,,,,,
1147,오이,방울토마토/대추형,애호박,,,,,,,,,,
1148,사과/,,,,,,,,,,,,
1149,시금치,,,,,,,,,,,,
1150,검은콩두유,,,,,,,,,,,,
1151,양파,사과/,,,,,,,,,,,
1152,양배추,,,,,,,,,,,,
1153,찌개용두부,,,,,,,,,,,,
1154,유정란/친환경,,,,,,,,,,,,
1155,유기농우유,,,,,,,,,,,,
1156,유정란/친환경,찌개용두부,검은콩두유,,,,,,,,,,
1157,백미/유,,,,,,,,,,,,
1158,유정란/친환경,애호박,양배추,,,,,,,,,,
1159,방울토마토/대추형,,,,,,,,,,,,
1160,오이,양배추,,,,,,,,,,,
1161,검은콩두유,구운도시락김,,,,,,,,,,,
1162,유정란/친환경,검은콩두유,,,,,,,,,,,
1163,오이,구운도시락김,,,,,,,,,,,
1164,단무지,,,,,,,,,,,,
1165,검은콩두유,구운도시락김,,,,,,,,,,,
1166,구운도시락김,,,,,,,,,,,,
1167,누룽지,과일푸딩,과일푸딩,닭가슴살,,,,,,,,,
1168,콩나물,당근,,,,,,,,,,,
1169,동물복지유정란,시금치,어린잎채소,대파,팽이버섯,,,,,,,,
1170,어린잎채소,브로컬리,대파,단무지,사과당근즙,,,,,,,,
1171,유정란/친환경,콩나물,누룽지,우유,쥬키니호박,과일푸딩,,,,,,,
1172,연두부,상큼한포도,상큼한감귤&한라봉,,,,,,,,,,
